id,name,country_code,type
I4210095236,Suizhou Central Hospital,CN,healthcare
I3133014862,Sulaimani Polytechnic University,IQ,education
I143923087,Sultan Idris Education University,MY,education
I47818738,Sultan Qaboos University,OM,education
I157773358,Sun Yat-sen University,CN,education
I848706,Sungkyunkwan University,KR,education
I4210114178,Suzhou Vocational Institute of Industrial Technology,CN,education
I57093077,Swinburne University of Technology,AU,education
I244572783,Symbiosis International University,IN,education
I2799752099,Synergy University Dubai,AE,education
I23075662,Taibah University,SA,education
I9086337,Taiyuan University of Technology,CN,education
I36197038,Taiz University,YE,education
I1516879,Tarbiat Modares University,IR,education
I55215948,Tata Consultancy Services (India),IN,company
I102808428,Tbilisi State University,GE,education
I158333966,Technical University of Cluj-Napoca,RO,education
I96673099,Technical University of Denmark,DK,education
I62916508,Technical University of Munich,DE,education
I94509681,Technische Universität Braunschweig,DE,education
I4210090124,Tecnológico Nacional de México,MX,government
I70640408,Tehran University of Medical Sciences,IR,education
I4210113966,Tetra Pak (Sweden),SE,company
I1335518801,Texas A&M University – San Antonio,US,education
I4210115718,Thai Nguyen University,VN,education
I162030827,Thapar Institute of Engineering & Technology,IN,education
I4210128921,"The First Affiliated Hospital, Sun Yat-sen University",CN,healthcare
I121847817,"The Graduate Center, CUNY",US,education
I4210160894,The Hague Centre for Strategic Studies,NL,facility
I2898336195,The Netherlands Cancer Institute,NL,healthcare
I204136569,The Open University,GB,education
I45438204,The University of Texas at San Antonio,US,education
I202735123,Thi Qar University,IQ,education
I117381506,Thiruvalluvar University,IN,education
I160262251,Thompson Rivers University,CA,education
I198091727,Tianjin Polytechnic University,CN,education
I4210163834,Tianshui Normal University,CN,education
I96307353,Tilka Manjhi Bhagalpur University,IN,education
I118826373,Tirunelveli Medical College,IN,education
I116953780,Tongji University,CN,education
I4210142395,Torrens University Australia,AU,education
I4210091440,Trilateral Research & Consulting,GB,other
I4210095546,Tsinghua Sichuan Energy Internet Research Institute,CN,education
I99065089,Tsinghua University,CN,education
I108714496,Tunis University,TN,education
I55285296,UCSI University,MY,education
I31746571,UNSW Sydney,AU,education
I48566637,Ulsan National Institute of Science and Technology,KR,education
I90267481,Umeå University,SE,education
I199693650,Umm al-Qura University,SA,education
I1318643470,Union Hospital,CN,healthcare
I201726411,United Arab Emirates University,AE,education
I63169043,United International University,BD,education
I1286329397,United States Geological Survey,US,government
I4210093237,Universidad Autonoma de Manizales,CO,education
I121748325,Universidad Complutense de Madrid,ES,education
I36243813,Universidad Nacional de Colombia,CO,education
I86613570,Universidad Panamericana,MX,education
I88060688,Universidad Politécnica de Madrid,ES,education
I4210120426,Universidad Ricardo Palma,PE,education
I4210166723,Universidad Señor de Sipán,PE,education
I80606768,Universidad de Extremadura,ES,education
I173304897,Universidad de Granada,ES,education
I193181351,Universidad de Guadalajara,MX,education
I119635470,Universidad de Las Palmas de Gran Canaria,ES,education
I8833935,Universidad de León,ES,education
I82767444,Universidad de Málaga,ES,education
I184999862,Universidad de Salamanca,ES,education
I181391015,Universidade Estadual de Campinas (UNICAMP),BR,education
I161127581,Universidade Federal Fluminense,BR,education
I126158947,Universidade Federal da Bahia,BR,education
I110200422,Universidade Federal de Minas Gerais,BR,education
I25112270,Universidade Federal de Pernambuco,BR,education
I177909021,Universidade Federal de São Carlos,BR,education
I88273585,Universidade Federal de São Paulo,BR,education
I80850581,Universidade Federal de Uberlândia,BR,education
I62885914,Universidade Federal do Amazonas,BR,education
I52418104,Universidade Federal do Paraná,BR,education
I130442723,Universidade Federal do Rio Grande do Sul,BR,education
I122140584,Universidade Federal do Rio de Janeiro,BR,education
I1283613182,Universidade Tecnológica Federal do Paraná,BR,education
I11019714,Universidade da Coruña,ES,education
I71437568,Universidade de Pernambuco,BR,education
I200284239,Universidade de Santiago de Compostela,ES,education
I182534213,Universidade do Porto,PT,education
I60053951,Universitat Politècnica de València,ES,education
I5593406,Universitat Ramon Llull,ES,education
I71999127,Universitat de Barcelona,ES,education
I15766328,Universitat de Lleida,ES,education
I111262870,Universitat de Miguel Hernández d'Elx,ES,education
I102913810,Universiti Malaysia Pahang Al-Sultan Abdullah,MY,education
I130343225,Universiti Putra Malaysia,MY,education
I139322472,Universiti Sains Malaysia,MY,education
I203899302,Universiti Teknologi Petronas,MY,education
I79156528,Universiti Tenaga Nasional,MY,education
I931681460,Universiti Tunku Abdul Rahman,MY,education
I100930933,University College Dublin,IE,education
I2802849423,University Medical Center,US,healthcare
I4210135256,University Mohamed El Bachir El Ibrahimi of Bordj Bou Arreridj,DZ,education
I3131625388,University Town of Shenzhen,CN,education
I63190737,"University at Buffalo, State University of New York",US,education
I195460627,University of Aberdeen,GB,education
I200650556,University of Agder,NO,education
I154425047,University of Alberta,CA,education
I168893459,University of Allahabad,IN,education
I887064364,University of Amsterdam,NL,education
I138006243,University of Arizona,US,education
I135120706,University of Baghdad,IQ,education
I5561750,University of Bari Aldo Moro,IT,education
I4068193,University of Belgrade,RS,education
I118564535,University of Bern,CH,education
I97626857,University of Birjand,IR,education
I79619799,University of Birmingham,GB,education
I9360294,University of Bologna,IT,education
I141945490,University of British Columbia,CA,education
I132359460,University of Burdwan,IN,education
I4210165529,University of Business and Technology,SA,education
I106542073,University of Calcutta,IN,education
I168635309,University of Calgary,CA,education
I204250578,"University of California, Irvine",US,education
I103635307,"University of California, Riverside",US,education
I241749,University of Cambridge,GB,education
I79189158,University of Castilla-La Mancha,ES,education
I32038505,University of Central Arkansas,US,education
I4210108889,University of Central Lancashire Cyprus,CY,education
I192392021,University of Central Punjab,PK,education
I69737025,University of Chile,CL,education
I4210165038,University of Chinese Academy of Sciences,CN,education
I76903346,University of Coimbra,PT,education
I140172145,University of Connecticut,US,education
I127591826,University of Dayton,US,education
I132806614,University of Dubai,AE,education
I175532246,University of Eastern Finland,FI,education
I181727666,University of Economics Ho Chi Minh City,VN,education
I5100685,University of Education,PK,education
I150229711,University of Electronic Science and Technology of China,CN,education
I110002522,University of Essex,GB,education
I23923803,University of Exeter,GB,education
I3132364740,University of Fiji,FJ,education
I33213144,University of Florida,US,education
I68916915,University of Gabès,TN,education
I114457229,University of Geneva,CH,education
I165733156,University of Georgia,US,education
I881427289,University of Gothenburg,SE,education
I4210112337,University of Hafr Al-Batin,SA,education
I141584323,University of Hertfordshire,GB,education
I133837150,University of Huddersfield,GB,education
I4210119257,University of Information Technology and Communications,IQ,education
I39268498,University of Isfahan,IR,education
I146416000,University of Kansas,US,education
I135388327,University of Kashmir,IN,education
I20581793,University of Kent,GB,education
I4210166741,University of Klagenfurt,AT,education
I189712700,University of Konstanz,DE,education
I3124704065,University of Kurdistan,IR,education
I3151615967,University of Kurdistan Hewler,IQ,education
I97565354,University of Lausanne,CH,education
I51532219,University of Lincoln,GB,education
I141596103,University of Lisbon,PT,education
I146655781,University of Liverpool,GB,education
I153976015,University of Ljubljana,SI,education
I79516672,University of Louisiana at Lafayette,US,education
I142740786,University of Louisville,US,education
I9341345,University of Lübeck,DE,education
I204512498,University of Macau,MO,education
I33849332,University of Malaya,MY,education
I28407311,University of Manchester,GB,education
I126744593,"University of Maryland, Baltimore",US,education
I66946132,"University of Maryland, College Park",US,education
I165779595,University of Melbourne,AU,education
I94658018,University of Memphis,US,education
I66752286,University of Milano-Bicocca,IT,education
I204743663,University of Mysore,IN,education
I71267560,University of Naples Federico II,IT,education
I122266389,University of Nebraska at Omaha,US,education
I3970613,University of North Carolina at Pembroke,US,education
I123534392,University of North Texas,US,education
I142263535,University of Nottingham,GB,education
I192455894,University of Nova Gorica,SI,education
I3130814776,University of Okara,PK,education
I153718931,University of Ottawa,CA,education
I98381234,University of Oulu,FI,education
I40120149,University of Oxford,GB,education
I138689650,University of Padua,IT,education
I36001604,University of Peshawar,PK,education
I5847235,University of Petroleum and Energy Studies,IN,education
I170201317,University of Pittsburgh,US,education
I69552723,University of Pretoria,ZA,education
I194028371,University of Regina,CA,education
I17626003,University of Rhode Island,US,education
I154347574,University of Rijeka,HR,education
I116067653,University of Rome Tor Vergata,IT,education
I338016083,University of Sadat City,EG,education
I131729948,University of Salerno,IT,education
I160968435,University of Sargodha,PK,education
I92403157,University of Science and Technology Beijing,CN,education
I114117164,University of Science and Technology Liaoning,CN,education
I126520041,University of Science and Technology of China,CN,education
I157169809,University of Sciences and Technology Houari Boumediene,DZ,education
I29891158,University of Sharjah,AE,education
I91136226,University of Sheffield,GB,education
I98962006,University of Skikda,DZ,education
I8636806,University of Sousse,TN,education
I4210119068,University of South Asia,PK,education
I2801380234,University of South-Eastern Norway,NO,education
I43439940,University of Southampton,GB,education
I177969490,University of Southern Denmark,DK,education
I185523456,University of Southern Queensland,AU,education
I92008406,University of Stavanger,NO,education
I129604602,University of Sydney,AU,education
I41832843,University of Tabriz,IR,education
I72264486,University of Tabuk,SA,education
I56085075,University of Tartu,EE,education
I129801699,University of Tasmania,AU,education
I171256487,University of Technology - Iraq,IQ,education
I4576418,University of Technology Malaysia,MY,education
I114017466,University of Technology Sydney,AU,education
I23946033,University of Tehran,IR,education
I160606119,University of Tennessee Health Science Center,US,education
I72539421,University of Tikrit,IQ,education
I193223587,University of Trento,IT,education
I155381812,University of Trás-os-Montes and Alto Douro,PT,education
I94624287,University of Twente,NL,education
I138801177,University of Ulster,GB,education
I119439378,University of Verona,IT,education
I212119943,University of Victoria,CA,education
I39555362,University of Warwick,GB,education
I177877127,University of Western Australia,AU,education
I55990551,University of Wollongong in Dubai,AE,education
I52099693,University of York,GB,education
I181343428,University of Zagreb,HR,education
I169108374,University of the Basque Country,ES,education
I276309446,University of the Cumberlands,US,education
I172780181,University of the Punjab,PK,education
I32915989,University of the Ryukyus,JP,education
I112859197,Università di Camerino,IT,education
I159176309,Universität Hamburg,DE,education
I201841394,Université Côte d'Azur,FR,education
I899635006,Université Grenoble Alpes,FR,education
I4210088687,Université Ibn Zohr,MA,education
I4210131560,Université Mohammed VI Polytechnique,MA,education
I70348806,Université Polytechnique Hauts-de-France,FR,education
I4210152422,Université Toulouse - Jean Jaurès,FR,education
I134560555,Université Toulouse III - Paul Sabatier,FR,education
I3131550300,Université Toulouse-I-Capitole,FR,education
I2279609970,Université de Lille,FR,education
I90183372,Université de Lorraine,FR,education
I102516824,Université de Technologie de Compiègne,FR,education
I159129438,Université du Québec à Montréal,CA,education
I123387679,Uppsala University,SE,education
I143150842,Urmia University of Technology,IR,education
I142208455,VSB - Technical University of Ostrava,CZ,education
I1330855593,Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology,IN,education
I876193797,Vellore Institute of Technology University,IN,education
I41549804,Vidyasagar University,IN,education
I123565023,Vietnam National University Ho Chi Minh City,VN,education
I177233841,"Vietnam National University, Hanoi",VN,education
I149313025,"Vignan's Foundation for Science, Technology & Research",IN,education
I4210142044,VinUniversity,VN,education
I859038795,Virginia Tech,US,education
I4210125057,Vivekananda Global University,IN,education
I865915315,Vrije Universiteit Amsterdam,NL,education
I108403487,Warsaw University of Technology,PL,education
I150744194,Waseda University,JP,education
I185443292,Wayne State University,US,education
I4210159820,Weifang Maternity and Child Care Hospital,CN,healthcare
I4210152471,Weill Cornell Medical College in Qatar,QA,education
I146620803,Wenzhou University,CN,education
I4210153668,Wenzhou-Kean University,CN,education
I55862774,West Bengal State University,IN,education
I12097938,West Virginia University,US,education
I113686770,Western Institute of Technology and Higher Education,MX,education
I63525965,Western Sydney University,AU,education
I125749732,Western University,CA,education
I2801525552,Whitney Museum of American Art,US,archive
I75381157,Wilfrid Laurier University,CA,education
I3131870445,Woxsen School of Business,IN,education
I11923345,Wrocław University of Science and Technology,PL,education
I4210111998,Wuhan No.1 Hospital,CN,healthcare
I37461747,Wuhan University,CN,education
I196699116,Wuhan University of Technology,CN,education
I4210107780,Xi'an Medical University,CN,education
I27599042,Xi'an Polytechnic University,CN,education
I181903023,Xi'an Shiyou University,CN,education
I4210131919,Xi'an University of Technology,CN,education
I191208505,Xiamen University,CN,education
I75867142,Xiamen University of Technology,CN,education
I149594827,Xidian University,CN,education
I69356397,Xi’an Jiaotong-Liverpool University,CN,education
I4210136859,Xi’an University of Posts and Telecommunications,CN,education
I4210094218,Xuan Wu Hospital of the Capital Medical University,CN,healthcare
I39333907,Yanshan University,CN,education
I85507684,Yarmouk University,JO,education
I4210106255,Yashwantrao Chavan Maharashtra Open University,IN,education
I112536369,Yazd University,IR,education
I59944920,Yaşar University,TR,education
I55240360,Yeungnam University,KR,education
I193775966,Yonsei University,KR,education
I27462735,Yulin Normal University,CN,education
I110262843,Yuncheng University,CN,education
I195019228,Yunnan Agricultural University,CN,education
I120825670,Yunnan Normal University,CN,education
I189210763,Yunnan University,CN,education
I4101805,Yıldız Technical University,TR,education
I192398990,Zagazig University,EG,education
I153687341,Zarqa University,JO,education
I9356336,Zhangzhou Normal University,CN,education
I75059550,Zhejiang Gongshang University,CN,education
I4210123185,Zhejiang Lab,CN,facility
I135237710,Zhejiang Normal University,CN,education
I31847773,Zhejiang Ocean University,CN,education
I76130692,Zhejiang University,CN,education
I90727586,Zhejiang University of Finance and Economics,CN,education
I55712492,Zhejiang University of Technology,CN,education
I192868223,Zhengzhou University of Aeronautics,CN,education
I4210127074,Zhongshan Hospital,CN,healthcare
I224962290,Çankırı Karatekin University,TR,education
I7454413,École Centrale de Lille,FR,education
I119865316,École Nationale d'Ingénieurs de Tarbes,FR,education
I5124864,École Polytechnique Fédérale de Lausanne,CH,education
I9736820,École de Technologie Supérieure,CA,education
I282159120,İstanbul Nişantaşı Üniversitesi,TR,education
I15059493,İzmir University of Economics,TR,education
