id,name,affiliation
A5065128861,Fuxiang Ge,"College of Mechanical and Vehicle Engineering, Key Laboratory of Fully Mechanized Coal Mining Equipment, Taiyuan University of Technology, Shanxi, 030024, China"
A5007460835,Fuzhao Xue,"Nanyang Technological University, Singapore, Singapore"
A5102898415,G. Nirmala,"School of Social Science and Languages, Vellore Institute of Technology, Vellore, India"
A5108006149,G. Revathy,"School of Computing, SASTRA Deemed University, Thanjavur, Tamil Nadu, 613401, India"
A5016393348,Gai‐Ge Wang,"School of Information Science and Engineering, Ocean University of China, Binhai Avenue, Sansha Rd No.1299, Qingdao, 266000, China"
A5048332892,Gajana Penchalaiah,"Department of Electrical and Electronics Engineering, SRM Institute of Science and Technology (Kattankulathur Campus), Chennai, India"
A5021111688,Ganesh Ghorai,"Department of Applied Mathematics with Oceanology and Computer Programming, Vidyasagar University, Midnapore, 721102, West Bengal, India"
A5070517330,Ganeshsree Selvachandran,"Department of Actuarial Science and Applied Statistics, Faculty of Business & Management, UCSI University, Jalan Menara Gading, Cheras, 56000, Kuala Lumpur, Malaysia"
A5012712435,Gang Hu,"Department of Applied Mathematics, Xi'an University of Technology, Xi'an, 710054, People's Republic of China"
A5032240816,Gang Hu,"Department of Applied Mathematics, Xi’an University of Technology, Xi’an, People’s Republic of China"
A5032883585,Gang Mei,"School of Engineering and Technology, China University of Geosciences (Beijing), Xueyuan Road No. 29, Haidian District, Beijing, 100083, China"
A5055288995,Gao Yu Lee,"School of Electrical and Electronic Engineering, Nanyang Technological University, 50 Nanyang Ave, 639798, Singapore, Singapore"
A5048979254,Gaojie Jin,"University of Liverpool, Liverpool, UK"
A5048863906,Gaurav Choudhary,"Department of Electronics and Communication Engineering, JECRC University, Jaipur, India"
A5101842603,Gaurav Singh,"Information Technology, Ramrao Adik Institute of Technology, D. Y. Patil Deemed to be University, Sector-7, Nerul Navi Mumbai, Maharashtra, 400706, India"
A5032685699,Gbeminiyi John Oyewole,"Department of Engineering and Technology Management, University of Pretoria, Pretoria, South Africa"
A5113668148,Geng Lu,"Department of Automation, Tsinghua University, No. 1 Tsinghua Garden, Haidian District, Beijing, 100084, China"
A5046759145,George Alex Thopil,"Department of Engineering and Technology Management, University of Pretoria, Pretoria, South Africa"
A5000785013,George Biswas,"Department of Geology, Presidency University, 86/1 College Street, Kolkata, 700073, India"
A5084140678,George D. C. Cavalcanti,"Centro de Informática, Universidade Federal de Pernambuco, Cidade Universitária, Recife, PE, 50740-560, Brazil"
A5082375941,George M. Coghill,"School of Natural and Computing Sciences, University of Aberdeen, Aberdeen, AB24 3UE, UK"
A5045992049,Georgia Papacharalampous,"Department of Topography, School of Rural, Surveying and Geoinformatics Engineering, National Technical University of Athens, Iroon Polytechniou 5, 157 80, Zografou, Greece"
A5095692383,Geraldine García Pineda,"Facultad de Artes y Humanidades, Instituto Tecnológico Metropolitano, Medellín, Colombia"
A5042333849,Ghader Karimian,"Faculty of Electrical and Computer Engineering, University of Tabriz, Tabriz, Iran"
A5060949135,Ghaith Manita,"ESEN - Higher School of Digital Economy (ESEN), University of Manouba, Tunisia (Tunisia)"
A5060949135,Ghaith Manita,"Laboratory MARS, LR17ES05, ISITCom, University of Sousse, Sousse, Tunisia"
A5072684302,Ghassan Hamarneh,"School of Computing Science, Simon Fraser University, Burnaby, BC, Canada"
A5071678818,Ghazala Rafiq,"Department of Information & Communication Engineering, Yeungnam University, 
Gyeongsan-si, 38541, South Korea"
A5034485218,Gholamreza Hesamian,"Department of Statistics, Payame Noor University, Tehran, 19395-3697, Iran"
A5060070395,Ghous Ali,"Department of Mathematics, Division of Science and Technology, University of Education, Lahore, Pakistan"
A5040305670,Ghulam Abbas,"Faculty of Computer Science and Engineering, Ghulam Ishaq Khan (GIK) Institute of Engineering Sciences Technology, Topi, 23460, Pakistan"
A5023496317,Ghulam Mubashar Hassan,"Computer Science and Software Engineering, The University of Western Australia, Perth, Australia"
A5081617835,Gia Sirbiladze,"Department of Computer Sciences, Faculty of Exact and Natural Sciences, Iv. Javakhishvili Tbilisi State University, Tbilisi, Georgia"
A5080190737,Giancarlo Sperlí,"CINI - ITEM National Lab, Complesso Universitario Monte Sant’Angelo, 80145, Naples, Italy"
A5080190737,Giancarlo Sperlí,"CINI Consorzio Interuniversitario Nazionale per l'Informatica, Rome, Italy"
A5065595678,Giovanna Ricci,"School of Law, University of Camerino, 62032, Camerino, Italy"
A5050776780,Giuliano Di Baldassarre,"Laboratory of Computational Embodied Neuroscience, Institute of Cognitive Sciences and Technologies, National Research Council of Italy, Rome, Italy"
A5069836459,Giuseppe D’Aniello,"Knowledge Management and Information Systems Lab (KnowMIS), Department of Information and Electrical Engineering and Applied Mathematics, University of Salerno, 84084, Fisciano, SA, Italy"
A5048033238,Giuseppe Masi,"Department of Computer Science, Sapienza University of Rome, Rome, Italy"
A5074784465,Giuseppe Napolano,"Department of Electrical and Information Technology, University of Naples Federico II, Via Claudio 21, 80125, Naples, Italy"
A5084309272,Gleifer Vaz Alves,"Federal University of Technology–Paraná, Ponta Grossa, Brazil"
A5067341352,Gnana Bharathy,"ARDC Research Data Specialist, Faculty of Engineering & Information Technology, University of Technology Sydney, Ultimo, Australia"
A5088867291,Gohar Fatima,"The Islamia University of Bahawalpur, Bahawal Nagar Campus, Bahawal Nagar, Pakistan"
A5091376805,Gongjin Lan,"Department of Computer Science and Engineering, Southern University of Science and Technology, Shenzhen, 518055, China"
A5053436240,Gonzalo A. Ruz,"Faculty of Engineering and Sciences, Universidad Adolfo Ibáñez, 7941169, Santiago, Chile"
A5060498232,Gopi Battineni,"Clinical Research, Telemedicine and Telepharmacy Centre, School of Medicinal and Health Products Sciences, University of Camerino, 62032, Camerino, Italy"
A5003967657,Goran Paulin,"Kreativni odjel d.o.o., Rijeka, Croatia"
A5030839425,Gour Karmakar,"Institute of Innovation, Science and Sustainability, Federation University Australia, Ballarat, VIC, 3353, Australia"
A5067185538,Gourangajit Borah,"Department of Mathematics, Dibrugarh University, Dibrugarh, 786004, Assam, India"
A5016880522,Gourav Bathla,"University of Petroleum and Energy Studies, Dehradun, India"
A5013311390,Grace Lordan,"Department of Psychological and Behavioural Science, London School of Economics and Political Science, Houghton Street, London, WC2A 2AE, UK"
A5070606998,Grethel Coello Said,"Department of Computer Science, University of Chile, Beauchef 851, Santiago, Chile"
A5038687122,Guan Yuan,"Digitization of Mine, Engineering Research Center of Ministry of Education, Xuzhou, China"
A5058388725,Guancheng Wang,"PAMI Research Group, Department of Computer and Information Science, University of Macau, Taipa, Macau, 999078, China"
A5019044923,Guang Shi,"School of Computer Science, Xi'an Polytechnic University, Xi'an, 710600, Shaanxi, China"
A5101428329,Guang Yu,"Department of Mechanical Engineering, Tsinghua University, Beijing, 100084, People's Republic of China"
A5080706260,Guanghua Gu,"School of Information Science and Engineering, Yanshan University, Qinhuangdao, China"
A5075803181,Guangjian Huang,"School of Information Engineering, Jiangxi University of Science and Technology, Ganzhou, 341000, Jiangxi, China"
A5101762278,Guangsheng Zhang,"Centre for Cyber Security and Privacy, School of Computer Science, University of Technology Sydney, Sydney, NSW, Australia"
A5076644778,Guangyao Zhou,"School of Information and Software Engineering, University of Electronic Science and Technology of China, Jianshe North Road, Chengdu, Sichuan, China"
A5074507084,Guangze Zheng,"School of Mechanical Engineering, Tongji University, No. 4800 Cao’an Road, Jiading District, Shanghai, 201804, China"
A5057732142,Guiguang Ding,"School of Software, Tsinghua University, Beijing, 100084, China"
A5044893740,Guillermo Sánchez-Díaz,"Universidad Autonoma de San Luis Potosi, Av. Dr. Manuel Nava 8, 78290, San Luis Potosi, Mexico"
A5029662492,Guiwu Wei,"School of Business, Sichuan Normal University, Chengdu, 610101, People’s Republic of China"
A5029662492,Guiwu Wei,"School of Mathematical Sciences, Sichuan Normal University, Chengdu, 610101, People's Republic of China"
A5070682362,Guo Wei,"University of North Carolina at Pembroke, Pembroke, NC, 28372, USA"
A5070682362,Guo Wei,"Department of Mathematics & Computer Science, University of North Carolina at Pembroke, Pembroke, USA"
A5070612539,Guojie Song,"School of Sciences, Southwest Petroleum University, Chengdu, 610500, China"
A5061043179,Guoping Lin,"School of Mathematics and Statistics, Minnan Normal University, Zhangzhou, 363000, Fujian, China"
A5047341940,Guoqiang Xiao,"College of Computer and Information Science, Southwest University, Chongqing, 400715, China"
A5059357770,Guosheng Zhao,"College of Computer Science and Information Engineering, Harbin Normal University, Harbin, China"
A5031220156,Guoyin Wang,"Chongqing Key Laboratory of Computational Intelligence, Chongqing University of Posts and Telecommunications, Chongqing, 400065, China"
A5021136987,Guozi Sun,"School of Computer Science, Nanjing University of Posts and Telecommunications, No. 9 Wenyuan Road, Nanjing, 210023, Jiangsu, China"
A5088271778,Guo‐Hao Zhang,"School of Information and Electronic Engineering, Zhejiang Gongshang University, Hangzhou, 310018, Zhejiang, China"
A5027571327,Gurpreet Kaur,"Department of Computer Science and Engineering, Punjabi University, Patiala, Punjab, India"
A5044080887,Gyu Sang Choi,"Department of Information & Communication Engineering, Yeungnam University, 
Gyeongsan-si, 38541, South Korea"
A5075478426,Gábor Bella,"Department of Information Engineering and Computer Science, University of Trento, via Sommarive, 5, Trento, 38123, Italy"
A5023002566,Gülçin Büyüközkan,"Industrial Engineering Department, Galatasaray University, Çırağan Cad. No:36, 34349, Ortaköy-Istanbul, Türkiye"
A5063766245,H M Dipu Kabir,"Deakin University, Geelong, Australia"
A5045715820,Habiba Drias,"LRIA Laboratory, University of Science and Technology Houari Boumediene, Algiers, Algeria"
A5070305773,Hafiz Muhammad Waseem,"Department of IT Convergence Engineering, Gachon University, Gyeonggi-do, South Korea"
A5066120242,Hafiz Shehbaz Ali,"EmulationAI, Brisbane, Australia"
A5058393355,Hafiza Saba Nawaz,"Department of Mathematics, University of the Punjab, New Campus, Lahore, Pakistan"
A5101763495,Hai-Le Bui,"School of Mechanical Engineering, Hanoi University of Science & Technology, No. 1 Dai Co Viet Street, Hanoi, Vietnam"
A5108868355,Haiao Li,
A5072285714,Haibin Duan,"State Key Laboratory of Virtual Reality Technology and Systems, Beihang University, Beijing, China"
A5046103484,Haibin Ouyang,"School of Mechanical and Electric Engineering, Guangzhou University, Guangzhou, 510006, China"
A5052624521,Haichao Zhang,"Shanghai Aerospace Electronic Technology Institute, Shanghai, 201109, China"
A5046034866,Haihua Ding,"School of Intelligent Manufacturing and Electronic Engineering, Wenzhou University of Technology, Wenzhou, 325035, China"
A5040705853,Haihui Huang,"School of Information Engineering, Shaoguan University, Shaoguan, 512005, China"
A5074504268,Haijun Lv,"AIDP, Baidu Co., Ltd, 701 Na Xian Road, 201210, Shanghai, China"
A5022022325,Haijun Peng,"Department of Engineering Mechanics, State Key Laboratory of Structural Analysis, Optimization and CAE Software for Industrial Equipment, Dalian University of Technology, Dalian, 116024, China"
A5100458457,Haijun Zhang,"Department of Computer Science, Harbin Institute of Technology, Shenzhen, Xili University Town, Shenzhen, 518055, Guangdong, China"
A5100629269,Haimei Gong,"College of Information and Communication Engineering (School of Cyberspace Security), State Key Lab of Marine Resource Utilisation in South China Sea, Hainan University, Haikou, 570228, Hainan, China"
A5025120215,Haiping Ma,"Department of Electrical Engineering, Shaoxing University, Shaoxing, 312000, Zhejiang, China"
A5000706566,Haisong Huang,"Key Laboratory of Advanced Manufacturing Technology, Ministry of Education, Guizhou University, Guiyang, 550025, Guizhou, China"
A5013527762,Haiwei Pan,"Computer Science and Technology, Harbin Engineering University, Nantong Street, Harbin, Heilongjiang, China"
A5064083580,Haixian Zhang,"Machine Intelligence Lab, School of Computer Science and Technology, Sichuan University, Chengdu, 610065, Sichuan, China"
A5101683574,Haiying Luo,"Intelligent Interdisciplinary Research Center and College of Computer Science, Sichuan University, Chengdu, 610065, China"
A5036986486,Hajer Bouricha,"IT Department, National School of Computer Science, Manouba, Tunisia"
A5031694049,Hamid Rahmanifard,"Department of Chemical and Petroleum Engineering, Schulich School of Engineering, University of Calgary, 2500 University Dr. NW, Calgary, AB, T2N 1N4, Canada"
A5019660414,Hampus Linander,"Department of Physics, Gothenburg University, 412 96, Gothenburg, Sweden"
A5093707717,Hamza Naveed,"Department of Computer Science, University of South Asia, Cantt Campus, Lahore, Pakistan"
A5100617197,Han Ding,"Guangxi Key Laboratory of Trusted Software, Guilin University of Electronic Technology, Jinji Road, Guilin, 541004, Guangxi, China"
A5087726431,Han Su,"School of Management Science & Engineering, Anhui University of Finance & Economics, Bengbu, People's Republic of China"
A5061687092,Hana Ahmad Bahuri,"Non-communicable Disease Unit, Public Health Division, Johor State Health Department, 81200, Johor Bahru, Johor, Malaysia"
