work_id,author_id,position
W4312222690,A5100355598,middle
W4312222690,A5101457173,last
W4313276113,A5014390034,last
W4313276113,A5015350333,first
W4313276113,A5081084530,middle
W4313321559,A5066661344,first
W4313321714,A5029120894,first
W4313321714,A5038675407,last
W4313321714,A5086354302,middle
W4313388587,A5019281107,first
W4313388587,A5056644602,middle
W4313388587,A5100440022,middle
W4313388587,A5100658008,middle
W4313388587,A5101568332,last
W4313421060,A5005153200,middle
W4313421060,A5023019170,middle
W4313421060,A5028898335,last
W4313421060,A5047628048,first
W4313421060,A5091500375,middle
W4313597114,A5029214477,middle
W4313597114,A5039335917,middle
W4313597114,A5065124975,last
W4313597114,A5080060786,first
W4313597114,A5089440969,middle
W4313597114,A5090950667,middle
W4313625318,A5033967764,middle
W4313625318,A5041668369,middle
W4313625318,A5056618832,last
W4313625318,A5082906412,first
W4313642897,A5027195597,middle
W4313642897,A5086232209,last
W4313642897,A5101978937,first
W4313644131,A5014369213,first
W4313644131,A5033986640,last
W4313648835,A5003218042,middle
W4313648835,A5029195698,first
W4313648835,A5047300941,middle
W4313648835,A5100752356,last
W4313650011,A5048332892,first
W4313650011,A5101485161,last
W4315490060,A5032092961,last
W4315490060,A5051829991,first
W4315490060,A5053624960,middle
W4315490060,A5101965830,middle
W4316036513,A5009750573,middle
W4316036513,A5017101039,first
W4316036513,A5070283092,middle
W4316036513,A5100325058,last
W4316036513,A5100341891,middle
W4316810864,A5009978186,first
W4316810864,A5044196762,last
W4316814312,A5055009890,first
W4316814312,A5070455585,last
W4317042600,A5025980566,first
W4317042600,A5082808405,last
W4317042600,A5085581530,middle
W4317207462,A5014211050,middle
W4317207462,A5065107543,last
W4317207462,A5082596393,first
W4317207836,A5005760802,middle
W4317207836,A5017754814,middle
W4317207836,A5035273426,last
W4317207836,A5060160733,first
W4317207836,A5069969191,middle
W4317208968,A5076873248,last
W4317208968,A5100730802,middle
W4317208968,A5101523855,first
W4317565738,A5028441474,middle
W4317565738,A5038602282,first
W4317565738,A5040568268,middle
W4317565738,A5100648348,last
W4317565738,A5101597411,middle
W4317790698,A5082952809,first
W4317904349,A5002511102,first
W4317904349,A5100752356,last
W4318200376,A5038506987,middle
W4318200376,A5056574222,last
W4318200376,A5086673948,middle
W4318200376,A5087072092,first
W4318219004,A5022209006,last
W4318219004,A5042833434,middle
W4318219004,A5047810973,middle
W4318219004,A5048902633,middle
W4318219004,A5062746375,middle
W4318219004,A5076583315,first
W4318219004,A5085970103,middle
W4318219004,A5100384332,middle
W4318219004,A5100390423,middle
W4318219004,A5112967390,middle
W4318219004,A5114626552,middle
W4318340592,A5012071123,last
W4318340592,A5040259747,first
W4318475704,A5003967657,first
W4318475704,A5065120677,last
W4318481158,A5032240816,first
W4318481158,A5068760574,middle
W4318481158,A5070682362,last
W4318483587,A5032097112,middle
W4318483587,A5053213515,middle
W4318483587,A5068555962,last
W4318483587,A5079704928,first
W4318595446,A5067395520,first
W4318595446,A5079991821,last
W4318979379,A5012796713,middle
W4318979379,A5102746694,first
W4318979379,A5103216766,last
W4319302037,A5030839425,middle
W4319302037,A5031927335,last
W4319302037,A5082766103,middle
W4319302037,A5088086609,first
W4319304622,A5020773915,first
W4319304622,A5068534508,middle
W4319304622,A5101851003,last
W4319304622,A5101903837,middle
W4319338312,A5012148158,middle
W4319338312,A5020658652,middle
W4319338312,A5032123516,first
W4319338312,A5047108921,middle
W4319338312,A5061256797,middle
W4319338312,A5077203518,last
W4319338312,A5077553626,middle
W4319338312,A5080674562,middle
W4319733201,A5016900158,middle
W4319733201,A5037363448,middle
W4319733201,A5055436168,middle
W4319733201,A5055719679,last
W4319733201,A5064611681,first
W4319791194,A5016587219,first
W4319791194,A5070824522,last
W4319791194,A5100437308,middle
W4320035261,A5032709348,first
W4320035261,A5063027478,last
W4320035261,A5084119748,middle
W4320490631,A5012992088,middle
W4320490631,A5019446590,middle
W4320490631,A5019877221,middle
W4320490631,A5030246727,first
W4320490631,A5063616928,middle
W4320490631,A5081934496,last
W4320490631,A5102715601,middle
W4321108604,A5024107021,last
W4321108604,A5076119369,middle
W4321108604,A5102906495,first
W4321238586,A5047683921,first
W4321238586,A5048101513,middle
W4321238586,A5066935717,middle
W4321238586,A5076160843,last
W4321249736,A5075818819,last
W4321249736,A5078520681,first
W4321352114,A5003847848,middle
W4321352114,A5045330125,first
W4321352114,A5049681128,middle
W4321352114,A5067780879,middle
W4321352114,A5072731605,last
W4321352114,A5073413581,middle
W4321352114,A5101867351,middle
W4321437593,A5012800434,first
W4321437593,A5060971352,last
W4321496408,A5032571878,first
W4321496408,A5033790986,middle
W4321496408,A5061284177,last
W4321497407,A5007549080,middle
W4321497407,A5025712243,last
W4321497407,A5075293170,first
W4321617535,A5001270995,first
W4321617535,A5007292153,last
W4321617535,A5051779439,middle
W4321617765,A5004124946,middle
W4321617765,A5012545078,first
W4321617765,A5028152521,last
W4321617765,A5041431561,middle
W4321617765,A5080797120,middle
W4321617771,A5036359181,middle
W4321617771,A5063766245,middle
W4321617771,A5064583762,first
W4321617771,A5072659343,last
W4321617771,A5101626861,middle
W4321618002,A5029662492,last
W4321618002,A5100357108,middle
W4321618002,A5101408162,first
W4321769603,A5020629716,middle
W4321769603,A5032852265,last
W4321769603,A5043469036,first
W4321769603,A5055390928,middle
W4321789106,A5012712435,first
W4321789106,A5030755196,middle
W4321789106,A5036734666,last
W4321789106,A5070682362,middle
W4322217101,A5004203337,last
W4322217101,A5006397225,first
W4322217101,A5022204570,middle
W4322217101,A5062646838,middle
W4322493038,A5018011660,last
W4322493038,A5055986116,first
W4322493038,A5075965221,middle
W4322493038,A5086450980,middle
W4322493542,A5007079766,middle
W4322493542,A5052005274,last
W4322493542,A5073830000,first
W4322493542,A5079325992,middle
W4322733148,A5010886799,middle
W4322733148,A5045879529,first
W4322733148,A5069540002,middle
W4322733148,A5074387543,middle
W4322733148,A5085233751,middle
W4322733148,A5100431969,last
W4322733148,A5102506591,middle
W4322739152,A5006993319,middle
W4322739152,A5029589252,middle
W4322739152,A5046034866,last
W4322739152,A5046508099,middle
W4322739152,A5063588863,middle
W4322739152,A5068381772,first
W4322739152,A5091900293,middle
W4322739152,A5100644556,middle
W4322769152,A5022799473,last
W4322769152,A5029048795,first
W4322769152,A5062359795,middle
W4323038324,A5074759105,middle
W4323038324,A5078824132,middle
W4323038324,A5080710876,first
W4323038324,A5085279545,middle
W4323038324,A5107994859,last
W4323319975,A5073165654,last
W4323319975,A5103216766,first
W4323321928,A5101187368,last
W4323321928,A5101474113,first
W4323851652,A5001227032,first
W4323851652,A5016129320,middle
W4323851652,A5033506886,middle
W4323851652,A5075478426,middle
W4323851652,A5100409274,last
W4323854344,A5069004483,last
W4323854344,A5083690942,first
W4323854344,A5106234319,middle
W4323923963,A5089923373,first
W4323923963,A5101868265,middle
W4323923963,A5108510761,last
W4323924132,A5027949896,middle
W4323924132,A5037780781,middle
W4323924132,A5069850104,first
W4323924132,A5081352717,last
W4323924132,A5088263100,middle
W4323924132,A5100339300,middle
W4323924132,A5100433391,middle
W4323929228,A5037575510,last
W4323929228,A5054695808,middle
W4323929228,A5060684114,middle
W4323929228,A5101035429,middle
W4323929228,A5102813266,first
W4323980169,A5001354034,middle
W4323980169,A5071186894,middle
W4323980169,A5080114207,first
W4323980169,A5084198289,last
W4323980169,A5089077811,middle
W4323980169,A5100409306,middle
W4324089017,A5008807876,first
W4324089017,A5100429695,middle
W4324089017,A5100606509,last
W4324092563,A5010004403,middle
W4324092563,A5028441474,middle
W4324092563,A5100648348,last
W4324092563,A5103089923,first
W4324152529,A5008810990,first
W4324152529,A5046716877,last
W4324325927,A5006559883,first
W4324325927,A5064535836,last
W4324355347,A5069204294,middle
W4324355347,A5081124229,first
W4324355347,A5086958640,middle
W4324355347,A5103152848,last
W4324355347,A5108053908,middle
W4324378992,A5018879530,last
W4324378992,A5087992735,first
W4324378992,A5101653992,middle
W4327909672,A5004011502,last
W4327909672,A5004320417,first
W4327909703,A5034636034,first
W4327941714,A5004923213,first
W4327941714,A5017072744,middle
W4327941714,A5033585021,last
W4327941714,A5050886354,middle
W4327941714,A5088867291,middle
W4327947795,A5059380819,first
W4327947795,A5112248175,last
W4327956269,A5035486559,first
W4327956269,A5085282661,last
W4327956269,A5100333028,middle
W4327956269,A5100695526,middle
W4353083901,A5002178970,last
W4353083901,A5037347113,middle
W4353083901,A5070648432,middle
W4353083901,A5100372201,first
W4353083901,A5100707352,middle
W4353083901,A5103055028,middle
W4360613770,A5004568246,first
W4360613770,A5019951946,middle
W4360613770,A5048316508,last
W4360615597,A5006455040,last
W4360615597,A5047568356,middle
W4360615597,A5050563496,middle
W4360615597,A5069171037,first
W4360618510,A5003788475,first
W4360618510,A5016880522,last
W4360618510,A5070231937,middle
W4360856932,A5010484809,middle
W4360856932,A5012075498,middle
W4360856932,A5016318918,middle
W4360856932,A5037531073,middle
W4360856932,A5040304196,middle
W4360856932,A5040580469,middle
W4360856932,A5040731348,middle
W4360856932,A5042194412,first
W4360856932,A5049268821,middle
W4360856932,A5057063941,middle
W4360856932,A5065007116,middle
W4360856932,A5103019983,last
W4360860178,A5029548136,last
W4360860178,A5062885037,first
W4360869457,A5003222421,last
W4360869457,A5046957909,middle
W4360869457,A5055779797,first
W4360869666,A5008695053,middle
W4360869666,A5025305363,first
W4360869666,A5037574053,last
W4360869666,A5038581447,middle
W4360869666,A5047390057,middle
W4360869666,A5059302775,middle
W4360869666,A5060080598,middle
W4360939579,A5003517792,middle
W4360939579,A5050595171,first
W4360939579,A5051821002,last
W4360939579,A5085179081,middle
W4360950022,A5003928961,middle
W4360950022,A5025236262,middle
W4360950022,A5046638598,middle
W4360950022,A5074120519,first
W4360950022,A5077770842,last
W4360980642,A5053213515,middle
W4360980642,A5068555962,last
W4360980642,A5079264025,middle
W4360980642,A5079704928,first
W4360980683,A5048987624,last
W4360980683,A5111029464,first
W4360985351,A5025213028,middle
W4360985351,A5090242753,first
W4360985351,A5112903360,last
W4360985733,A5023828527,middle
W4360985733,A5028787159,middle
W4360985733,A5052265483,first
W4360985733,A5056892202,middle
W4360985733,A5086940709,last
W4361221423,A5054002392,middle
W4361221423,A5075286263,middle
W4361221423,A5080018418,middle
W4361221423,A5100462858,first
W4361221423,A5100672417,last
W4361221423,A5101849586,middle
W4362475747,A5068024535,first
W4362475747,A5113696439,last
W4362555628,A5008807876,first
W4362555628,A5100429695,last
W4362555628,A5100606509,middle
W4362579589,A5004286514,first
W4362579589,A5025207179,middle
W4362579589,A5066447873,last
W4362579589,A5089615958,middle
W4362670371,A5033934797,last
W4362670371,A5041284519,first
W4362724099,A5000078546,last
W4362724099,A5021797294,middle
W4362724099,A5034134798,first
W4362735525,A5004406505,first
W4362735525,A5031909680,middle
W4362735525,A5056700700,last
W4362735525,A5064673434,middle
W4363648864,A5003847848,last
W4363648864,A5029627109,middle
W4363648864,A5086871115,middle
W4363648864,A5089028976,first
W4364376005,A5044080887,last
W4364376005,A5071678818,first
W4364376005,A5101952881,middle
W4365139618,A5060451316,first
W4365141696,A5016645126,first
W4365141696,A5047341940,last
W4365141696,A5059262865,middle
W4365141696,A5103070400,middle
W4365145108,A5019556766,first
W4365145108,A5032885393,middle
W4365145108,A5051197396,middle
W4365145108,A5072342228,middle
W4365145108,A5100763147,last
W4365816810,A5072956559,first
W4366091323,A5004666484,middle
W4366091323,A5039341855,last
W4366091323,A5041357642,middle
W4366091323,A5056383055,middle
W4366091323,A5073938714,first
W4366091323,A5075887922,middle
W4366091323,A5079931078,middle
W4366091323,A5100326993,middle
W4366091323,A5107942006,middle
W4366123788,A5043508209,last
W4366123788,A5100702904,first
W4366248980,A5056731648,last
W4366248980,A5070082622,first
W4366336804,A5022700280,middle
W4366336804,A5074784465,middle
W4366336804,A5080190737,last
W4366336804,A5081965427,first
W4366392262,A5017449844,first
W4366392262,A5051779245,last
W4366392262,A5062097752,middle
W4366400965,A5027500742,last
W4366400965,A5036986486,first
W4366400965,A5062634912,middle
W4366411592,A5048863906,first
W4366411592,A5112266348,last
W4366415332,A5003126422,middle
W4366415332,A5022377161,middle
W4366415332,A5069487101,middle
W4366415332,A5074454844,last
W4366415332,A5101793708,middle
W4366415332,A5108013133,first
W4366426214,A5034485218,first
W4366426214,A5040497110,last
W4366687390,A5080689475,last
W4366687390,A5100629646,first
W4366687390,A5100687485,middle
W4366816030,A5005708215,first
W4366816030,A5045069369,last
W4366816030,A5052716872,middle
W4366975001,A5081963904,first
W4366975001,A5100657117,last
W4366983521,A5034675952,middle
W4366983521,A5044650790,first
W4366983521,A5051305689,last
W4367040485,A5007288104,first
W4367299072,A5005609029,last
W4367299072,A5015638101,first
W4367299072,A5070432042,middle
W4367368475,A5045402833,first
W4367394292,A5027566210,first
W4367394292,A5042975565,last
W4367394653,A5040477292,first
W4367609788,A5045221371,first
W4367609788,A5089696208,middle
W4367609788,A5112353924,last
W4367623968,A5005792924,middle
W4367623968,A5047208473,last
W4367623968,A5091478694,first
W4368368712,A5038830719,first
W4368368712,A5104113952,last
W4368617646,A5000966033,last
W4368617646,A5018977319,first
W4368617646,A5075504383,middle
W4368617646,A5100763147,middle
W4376616984,A5003563112,last
W4376616984,A5030350248,middle
W4376616984,A5082158123,first
W4376616984,A5101623884,middle
W4376648259,A5062588170,middle
W4376648259,A5072431554,last
W4376648259,A5079887660,first
W4376648259,A5100437308,middle
W4377098461,A5005165910,middle
W4377098461,A5086737342,first
W4377098461,A5091719924,last
W4377145631,A5024549341,middle
W4377145631,A5055432844,middle
W4377145631,A5060494556,first
W4377145631,A5074274816,last
W4377145631,A5085117395,middle
W4377290775,A5100388188,first
W4378416796,A5050386762,middle
W4378416796,A5062187850,middle
W4378416796,A5076918595,first
W4378416796,A5100752356,last
W4378807643,A5019506655,last
W4378807643,A5035765844,middle
W4378807643,A5100670419,first
W4379137572,A5044876953,first
W4379137572,A5053117664,middle
W4379137572,A5084696038,middle
W4379137572,A5092073351,middle
W4379137572,A5092073352,middle
W4379137572,A5092073353,last
W4379184928,A5019031326,middle
W4379184928,A5019331202,last
W4379184928,A5032765727,first
W4379184928,A5103281293,middle
W4379209201,A5089438496,middle
W4379209201,A5100414012,first
W4379209201,A5101416812,last
W4379364212,A5038260597,middle
W4379364212,A5053951395,first
W4379364212,A5061888863,last
W4379519548,A5003799782,middle
W4379519548,A5048672189,last
W4379519548,A5086034088,middle
W4379519548,A5100462631,first
W4379519548,A5101866533,middle
W4379799065,A5036385066,last
W4379799065,A5109725159,first
W4379799065,A5111727218,middle
W4379876307,A5009567610,middle
W4379876307,A5044913343,middle
W4379876307,A5055550759,last
W4379876307,A5060815634,first
W4380360151,A5000785013,last
W4380360151,A5013482267,first
W4380360151,A5054194585,middle
W4380538220,A5011528035,middle
W4380538220,A5050109334,middle
W4380538220,A5087795875,last
W4380538220,A5101657214,first
W4380562659,A5015403247,last
W4380562659,A5079852457,middle
W4380562659,A5100638827,first
W4380591126,A5040815462,last
W4380591126,A5054016512,middle
W4380591126,A5078428133,first
W4380611437,A5033912893,first
W4380762893,A5057608131,first
W4380762893,A5100720061,last
W4380887019,A5015878046,first
W4380887019,A5025236262,middle
W4380887019,A5036261076,middle
W4380887019,A5077770842,middle
W4380887019,A5080505347,last
W4380887019,A5086147112,middle
W4381053565,A5025120215,first
W4381053565,A5100458589,middle
W4381053565,A5100954060,last
W4381053565,A5101554099,middle
W4381053565,A5102927056,middle
W4381087276,A5005531103,middle
W4381087276,A5013155341,first
W4381087276,A5045735100,middle
W4381087276,A5055914678,middle
W4381087276,A5063225359,last
W4381090279,A5003491781,middle
W4381090279,A5015792060,last
W4381090279,A5019170864,middle
W4381090279,A5036390147,first
W4381090279,A5069405328,middle
W4381093614,A5017562924,last
W4381093614,A5024395877,first
W4381163588,A5021672474,middle
W4381163588,A5075207736,first
W4381163588,A5082322906,last
W4381163588,A5112326721,middle
W4381185442,A5100462376,first
W4381332380,A5031075659,last
W4381332380,A5102898415,first
W4381512557,A5004282253,middle
W4381512557,A5012505948,middle
W4381512557,A5017367751,middle
W4381512557,A5045137290,first
W4381512557,A5069290393,last
W4381512557,A5102733653,middle
W4381512557,A5112735320,middle
W4381682084,A5044914031,last
W4381682084,A5059796848,first
W4381737075,A5019387999,last
W4381737075,A5021111688,first
W4381742002,A5006242246,middle
W4381742002,A5023403556,last
W4381742002,A5067039459,first
W4381742002,A5100406573,middle
W4381742002,A5100646551,middle
W4381805003,A5035857033,middle
W4381805003,A5070862414,last
W4381805003,A5109399343,first
W4381856118,A5009996715,last
W4381856118,A5026200442,middle
W4381856118,A5026577634,first
W4381856118,A5100418199,middle
W4381856118,A5101974070,middle
W4381891105,A5002031480,middle
W4381891105,A5015908424,first
W4381891105,A5042577883,last
W4381891105,A5060638607,middle
W4382048741,A5017808266,middle
W4382048741,A5069969960,middle
W4382048741,A5080341760,middle
W4382048741,A5100386125,first
W4382048741,A5101781204,last
W4382197431,A5002855381,last
W4382197431,A5052244841,middle
W4382197431,A5055294491,first
W4382197431,A5103660184,middle
W4382202712,A5071755515,first
W4382319519,A5006193331,last
W4382319519,A5019563508,middle
W4382319519,A5039061991,first
W4382319519,A5085992753,middle
W4382335225,A5006355592,last
W4382335225,A5037036621,first
W4382335225,A5038092936,middle
W4382335225,A5067341352,middle
W4382335225,A5071528383,middle
W4382335225,A5079680116,middle
W4382371735,A5005432885,first
W4382371735,A5006477607,middle
W4382371735,A5024102795,middle
W4382371735,A5078741092,last
W4382698960,A5011011359,last
W4382698960,A5092368162,first
W4382810982,A5000318376,last
W4382810982,A5060158725,first
W4382810982,A5074307984,middle
W4382810982,A5101526011,middle
W4382811166,A5013205698,middle
W4382811166,A5018755620,middle
W4382811166,A5027109480,middle
W4382811166,A5061622429,first
W4382811166,A5072563444,last
W4382811166,A5109451399,middle
W4382895266,A5022182639,last
W4382895266,A5064705419,middle
W4382895266,A5082311500,first
W4382895266,A5102881674,middle
W4383560003,A5054405269,middle
W4383560003,A5100740354,middle
W4383560003,A5102996200,first
W4383560003,A5103190586,last
W4383620526,A5023946220,middle
W4383620526,A5032152290,middle
W4383620526,A5063988510,middle
W4383620526,A5073381909,last
W4383620526,A5076444077,middle
W4383620526,A5081510162,middle
W4383620526,A5100418968,middle
W4383620526,A5100425839,first
W4383620526,A5101628585,middle
W4383620526,A5102958113,middle
W4383721094,A5039907536,first
W4383721094,A5051194250,last
W4383913283,A5019951946,first
W4383913283,A5111186382,last
W4383955446,A5038222386,last
W4383955446,A5049529533,first
W4383955446,A5070990928,middle
W4383955446,A5100408494,middle
W4384067368,A5043352718,middle
W4384067368,A5085581846,middle
W4384067368,A5086716119,middle
W4384067368,A5091309588,last
W4384067368,A5100413271,first
W4384069115,A5033468759,middle
W4384069115,A5036843846,last
W4384069115,A5062877879,first
W4384069115,A5070363238,middle
W4384069115,A5071347740,middle
W4384069115,A5082611298,middle
W4384197612,A5010920098,middle
W4384197612,A5049812833,last
W4384197612,A5081651324,first
W4384405814,A5006827230,first
W4384405814,A5047086595,middle
W4384405814,A5069551284,last
W4384817948,A5003368214,first
W4384817948,A5065801825,last
W4384822078,A5014524947,first
W4384822078,A5056603533,middle
W4384822078,A5085124830,last
W4384823618,A5035653383,first
W4384823618,A5057762915,last
W4384823934,A5058248739,first
W4384823934,A5060958836,middle
W4384823934,A5111120331,last
W4384934896,A5020454674,first
W4384934896,A5077452078,last
W4385156725,A5009341780,middle
W4385156725,A5042575200,middle
W4385156725,A5100365699,middle
W4385156725,A5100405230,middle
W4385156725,A5100435928,middle
W4385156725,A5100629269,first
W4385156725,A5102003367,last
W4385156725,A5102873064,middle
W4385224798,A5060735971,last
W4385224798,A5092536143,first
W4385349476,A5045821587,last
W4385349476,A5050089569,first
W4385364879,A5040805922,middle
W4385364879,A5047438553,middle
W4385364879,A5074507084,middle
W4385364879,A5100387313,middle
W4385364879,A5100777712,middle
W4385364879,A5105268108,first
W4385364879,A5113668148,last
W4385566558,A5025675252,last
W4385566558,A5075599732,middle
W4385566558,A5081673334,middle
W4385566558,A5084818732,middle
W4385566558,A5104473006,first
W4385582962,A5002554614,last
W4385582962,A5012682751,middle
W4385582962,A5077868480,first
W4385606791,A5006692999,middle
W4385606791,A5018421414,middle
W4385606791,A5026627913,middle
W4385606791,A5048383795,middle
W4385606791,A5053101991,first
W4385606791,A5060217565,middle
W4385606791,A5078391768,last
W4385606791,A5080161418,middle
W4385606791,A5091504243,middle
W4385614039,A5018724341,middle
W4385614039,A5059077090,middle
W4385614039,A5064683660,last
W4385614039,A5071591540,first
W4385635252,A5019458870,first
W4385635252,A5060474231,last
W4385700994,A5039907536,first
W4385700994,A5051194250,last
W4385728692,A5035740629,first
W4385728692,A5066866262,last
W4385728692,A5068640530,middle
W4385737858,A5057771990,last
W4385737858,A5086770795,middle
W4385737858,A5104154875,first
W4385768685,A5059204524,first
W4385768685,A5062187850,middle
W4385768685,A5100752356,last
W4385876747,A5013150230,middle
W4385876747,A5034347136,last
W4385876747,A5061829839,middle
W4385876747,A5065256405,middle
W4385876747,A5101898959,first
W4385876747,A5113696439,middle
W4386028223,A5006416038,middle
W4386028223,A5042341977,last
W4386028223,A5070975876,first
W4386028223,A5087365202,middle
W4386028223,A5100608830,middle
W4386028223,A5101792673,middle
W4386028223,A5108858303,middle
W4386099197,A5034218707,first
W4386099197,A5100335586,last
W4386136748,A5012712435,first
W4386136748,A5035555413,middle
W4386136748,A5070682362,last
W4386251630,A5021136987,last
W4386251630,A5040432443,middle
W4386251630,A5062627778,first
W4386251630,A5100355692,middle
W4386251630,A5101859990,middle
W4386286693,A5016980869,middle
W4386286693,A5034324329,middle
W4386286693,A5053672565,last
W4386286693,A5085145640,first
W4386286693,A5100452867,middle
W4386287756,A5029164573,first
W4386287756,A5051710693,last
W4386287756,A5077439097,middle
W4386391043,A5006242246,first
W4386391043,A5087846152,middle
W4386391043,A5089994425,middle
W4386391043,A5091500375,last
W4386391908,A5015727828,last
W4386391908,A5023206315,middle
W4386391908,A5075803181,first
W4386391908,A5112993099,middle
W4386416915,A5027679413,middle
W4386416915,A5056436780,first
W4386416915,A5069389579,middle
W4386416915,A5076027980,middle
W4386416915,A5086295431,last
W4386416915,A5114334565,middle
W4386422408,A5012560659,first
W4386422408,A5079991821,last
W4386510526,A5100885838,middle
W4386510526,A5103101979,first
W4386510526,A5112454511,last
W4386517577,A5006332127,middle
W4386517577,A5023980589,last
W4386517577,A5051063758,first
W4386517577,A5080271860,middle
W4386519770,A5009997391,middle
W4386519770,A5014306698,first
W4386519770,A5045179533,middle
W4386519770,A5063410638,last
W4386519770,A5101911815,middle
W4386526498,A5085052577,first
W4386526498,A5100637395,last
W4386572626,A5012682751,middle
W4386572626,A5027706080,last
W4386572626,A5035829078,first
W4386636345,A5033118514,middle
W4386636345,A5033431973,middle
W4386636345,A5085420080,last
W4386636345,A5100734635,first
W4386636345,A5101783051,middle
W4386689048,A5020729324,last
W4386689048,A5024830827,middle
W4386689048,A5029593713,middle
W4386689048,A5103188568,first
W4386724211,A5011292480,first
W4386724211,A5011574113,last
W4386776484,A5040374827,middle
W4386776484,A5046741675,first
W4386776484,A5084703478,last
W4386804684,A5015350333,middle
W4386804684,A5016368471,middle
W4386804684,A5081084530,first
W4386804684,A5100329219,last
W4386804684,A5100638019,middle
W4386804684,A5103177922,middle
W4386847093,A5030433440,last
W4386847093,A5083087081,middle
W4386847093,A5101468363,first
W4386862683,A5010789167,last
W4386862683,A5014626190,middle
W4386862683,A5108661596,first
W4386962827,A5011689156,last
W4386962827,A5016405223,middle
W4386962827,A5030018584,middle
W4386962827,A5030701447,middle
W4386962827,A5065441473,first
W4386962827,A5084309272,middle
W4386980375,A5000492580,last
W4386980375,A5064147835,first
W4386991635,A5030323127,first
W4386991635,A5089105523,middle
W4386991635,A5089615958,last
W4386991635,A5100460917,middle
W4386991635,A5100728173,middle
W4387020096,A5015315874,middle
W4387020096,A5041526343,middle
W4387020096,A5054194585,first
W4387020096,A5056940144,last
W4387020117,A5029174092,first
W4387020117,A5100741983,last
W4387104424,A5037070255,last
W4387104424,A5040309108,first
W4387140882,A5014273280,last
W4387140882,A5015020676,first
W4387140882,A5024775745,middle
W4387306238,A5024607215,last
W4387306238,A5051575292,middle
W4387306238,A5060949135,middle
W4387306238,A5078325881,first
W4387306238,A5085758758,middle
W4387335216,A5055294491,first
W4387335216,A5102177589,middle
W4387335216,A5103660184,middle
W4387335216,A5108142287,last
W4387338457,A5013716694,last
W4387338457,A5026855523,middle
W4387338457,A5053152975,middle
W4387338457,A5083112369,first
W4387338457,A5089371801,middle
W4387338457,A5104178375,middle
W4387338457,A5112918991,middle
W4387342382,A5008981006,first
W4387342382,A5033658073,last
W4387371722,A5004326236,middle
W4387371722,A5005343901,last
W4387371722,A5007348092,middle
W4387371722,A5043953788,first
W4387371722,A5051971369,middle
W4387371722,A5052555990,middle
W4387372193,A5002208932,middle
W4387372193,A5026964006,middle
W4387372193,A5038504786,first
W4387372193,A5055386790,middle
W4387372193,A5059112199,middle
W4387372193,A5100446290,last
W4387372193,A5100689691,middle
W4387372193,A5100752260,middle
W4387405999,A5001077726,middle
W4387405999,A5028305369,middle
W4387405999,A5051841656,first
W4387405999,A5074758085,middle
W4387405999,A5100628297,last
W4387536504,A5073982282,middle
W4387536504,A5104281296,last
W4387536504,A5108281397,middle
W4387536504,A5112330357,first
W4387653442,A5059357770,last
W4387653442,A5100370563,first
W4387653442,A5100688740,middle
W4387673491,A5015699943,last
W4387673491,A5043627328,middle
W4387673491,A5087626651,first
W4387673491,A5102567767,middle
W4387735499,A5067244774,middle
W4387735499,A5100377935,last
W4387735499,A5100671214,middle
W4387735499,A5104302004,first
W4387743441,A5008915336,middle
W4387743441,A5013136179,last
W4387743441,A5021935013,middle
W4387743441,A5069726997,first
W4387844912,A5009748764,middle
W4387844912,A5024473397,middle
W4387844912,A5053983423,first
W4387844912,A5057649942,last
W4387844912,A5065055884,middle
W4387844912,A5081678536,middle
W4387844912,A5100702092,middle
W4387938956,A5027168830,first
W4387971125,A5053542801,last
W4387971125,A5073221047,middle
W4387971125,A5073945123,first
W4387971835,A5103216766,first
W4387972140,A5016800697,first
W4387972140,A5039205000,middle
W4387972140,A5048111219,last
W4387972140,A5088135807,middle
W4388085316,A5100458928,last
W4388085316,A5100605099,middle
W4388085316,A5100670419,first
W4388085316,A5111982687,middle
W4388185627,A5031539491,first
W4388185627,A5045137489,last
W4388377845,A5011331148,first
W4388377845,A5051710693,last
W4388377845,A5077439097,middle
W4388377850,A5037780781,middle
W4388377850,A5069850104,last
W4388377850,A5100447783,middle
W4388377850,A5103022639,middle
W4388377850,A5104193607,first
W4390343183,A5022022325,middle
W4390343183,A5024966645,middle
W4390343183,A5049752480,middle
W4390343183,A5055535729,first
W4390343183,A5100324205,middle
W4390343183,A5100454158,last
W4390343183,A5100605099,middle
W4390502602,A5037947876,last
W4390502602,A5104089932,first
W4390521498,A5016509448,first
W4390521498,A5053012669,middle
W4390521498,A5086327977,last
W4390538319,A5002178808,first
W4390538319,A5081492188,last
W4390588308,A5029749178,middle
W4390588308,A5077665557,last
W4390588308,A5100649005,first
W4390607542,A5100660163,last
W4390607542,A5102802526,first
W4390612591,A5019044923,last
W4390612591,A5039799143,first
W4390619754,A5033470869,first
W4390619754,A5063602818,middle
W4390619754,A5079577986,last
W4390638660,A5010107824,first
W4390638660,A5020303183,last
W4390638660,A5102263458,middle
W4390638963,A5021767070,last
W4390638963,A5063972503,first
W4390650730,A5003352731,first
W4390650730,A5038831043,last
W4390664173,A5022241695,first
W4390664173,A5091376805,last
W4390664173,A5100418148,middle
W4390698144,A5002855381,last
W4390698144,A5049665961,middle
W4390698144,A5051710693,middle
W4390698144,A5052342684,first
