work_id,referenced_work_id
W3120390034,W2395738761
W3120390034,W2408592723
W3120390034,W2410983263
W3120390034,W2412715517
W3120390034,W2418628973
W3120390034,W2426267443
W3120390034,W2468710617
W3120390034,W2475988411
W3120390034,W2515753980
W3120390034,W2530876040
W3120390034,W2550182557
W3120390034,W2551887912
W3120390034,W2554120691
W3120390034,W2556958149
W3120390034,W2558661633
W3120390034,W2559688696
W3120390034,W2578206533
W3120390034,W2580175322
W3120390034,W2581637843
W3120390034,W2585821313
W3120390034,W2592436933
W3120390034,W2593768305
W3120390034,W2601298905
W3120390034,W2603266952
W3120390034,W2603550564
W3120390034,W2604618034
W3120390034,W2604698497
W3120390034,W2604763608
W3120390034,W2605141709
W3120390034,W2608712415
W3120390034,W2609650878
W3120390034,W2612610049
W3120390034,W2616729100
W3120390034,W2618625858
W3120390034,W2627585944
W3120390034,W268459713
W3120390034,W2696558042
W3120390034,W2725324256
W3120390034,W2736601468
W3120390034,W2739936944
W3120390034,W2746553466
W3120390034,W2747190884
W3120390034,W2751124354
W3120390034,W2765111838
W3120390034,W2765302304
W3120390034,W2766569996
W3120390034,W2767249564
W3120390034,W2768919152
W3120390034,W2769428625
W3120390034,W2771236725
W3120390034,W2772217324
W3120390034,W2781626870
W3120390034,W2788862220
W3120390034,W2790734939
W3120390034,W2794187674
W3120390034,W2794193469
W3120390034,W2797922770
W3120390034,W2801493797
W3120390034,W2805560727
W3120390034,W2810821963
W3120390034,W2810840719
W3120390034,W2810871749
W3120390034,W2886851211
W3120390034,W2887653499
W3120390034,W2889387262
W3120390034,W2892124901
W3120390034,W2892176966
W3120390034,W2892300106
W3120390034,W2892802016
W3120390034,W2894363684
W3120390034,W2898035736
W3120390034,W2899829828
W3120390034,W2901624589
W3120390034,W2902440299
W3120390034,W2902729397
W3120390034,W2903928064
W3120390034,W2904165692
W3120390034,W2905547304
W3120390034,W2908261578
W3120390034,W2909123235
W3120390034,W2912215636
W3120390034,W2915295540
W3120390034,W2920362155
W3120390034,W2931364255
W3120390034,W2936055714
W3120390034,W2938004196
W3120390034,W2943493972
W3120390034,W2949608212
W3120390034,W2949980113
W3120390034,W2951004968
W3120390034,W2951444698
W3120390034,W2953981431
W3120390034,W2961674252
W3120390034,W2962712652
W3120390034,W2962776342
W3120390034,W2962796276
W3120390034,W2962850167
W3120390034,W2962866211
W3120390034,W2962878825
W3120390034,W2962887844
W3120390034,W2962891854
W3120390034,W2962938178
W3120390034,W2962996309
W3120390034,W2963061963
W3120390034,W2963064439
W3120390034,W2963087613
W3120390034,W2963116179
W3120390034,W2963144852
W3120390034,W2963158258
W3120390034,W2963167310
W3120390034,W2963306198
W3120390034,W2963376229
W3120390034,W2963423916
W3120390034,W2963472011
W3120390034,W2963477884
W3120390034,W2963499642
W3120390034,W2963560082
W3120390034,W2963674921
W3120390034,W2963686995
W3120390034,W2963727906
W3120390034,W2963729263
W3120390034,W2963757175
W3120390034,W2963796169
W3120390034,W2963830168
W3120390034,W2963873807
W3120390034,W2963887528
W3120390034,W2963948945
W3120390034,W2963960193
W3120390034,W2963985863
W3120390034,W2963993502
W3120390034,W2964006684
W3120390034,W2964018203
W3120390034,W2964043796
W3120390034,W2964044380
W3120390034,W2964080167
W3120390034,W2964161785
W3120390034,W2964180249
W3120390034,W2964220198
W3120390034,W2964243274
W3120390034,W2964300796
W3120390034,W2965761667
W3120390034,W2965797071
W3120390034,W2970705602
W3120390034,W2970828515
W3120390034,W2972320372
W3120390034,W2972381775
W3120390034,W2972451902
W3120390034,W2972736078
W3120390034,W2973037561
W3120390034,W2980073079
W3120390034,W2981038142
W3120390034,W2982297432
W3120390034,W2985293964
W3120390034,W2991571120
W3120390034,W2992984162
W3120390034,W2994714051
W3120390034,W2995813704
W3120390034,W2996516495
W3120390034,W2997510038
W3120390034,W2997531577
W3120390034,W2997586082
W3120390034,W2997771882
W3120390034,W2998249245
W3120390034,W2999642076
W3120390034,W3001333097
W3120390034,W3003048870
W3120390034,W3003533476
W3120390034,W3007328579
W3120390034,W3015191643
W3120390034,W3016208931
W3120390034,W3016704719
W3120390034,W3028017480
W3120390034,W3034853385
W3120390034,W3035597485
W3120390034,W3037611961
W3120390034,W3038342317
W3120390034,W3044015199
W3120390034,W3088989771
W3120390034,W3089863108
W3120390034,W3089887959
W3120390034,W3097470552
W3120390034,W3097932604
W3120390034,W3099098707
W3120390034,W3100321043
W3120390034,W3100789280
W3120390034,W3100944043
W3120390034,W3101926919
W3120390034,W3103780890
W3120390034,W3104546989
W3120390034,W3105414762
W3120390034,W3118210634
W3120390034,W3123212791
W3120390034,W3123679857
W3120390034,W3136620014
W3120390034,W3141239769
W3120390034,W3148040514
W3120390034,W3150572638
W3120390034,W3163645170
W3120390034,W3175835943
W3120390034,W3181372246
W3120390034,W3195116327
W3120390034,W3196059551
W3120390034,W3196964833
W3120390034,W3198791321
W3120390034,W3198843334
W3120390034,W3202546516
W3120390034,W3206040568
W3120390034,W3206114047
W3120390034,W3214634826
W3120390034,W4205559380
W3120390034,W4205671217
W3120390034,W4210609201
W3120390034,W4214759869
W3120390034,W4225694800
W3120390034,W4232132981
W3120390034,W4237591687
W3120390034,W4238046985
W3120390034,W4253682481
W3120390034,W4294342177
W3120390034,W4312609624
W3132799678,W1147193425
W3132799678,W132035103
W3132799678,W1516417927
W3132799678,W1517666036
W3132799678,W1533320424
W3132799678,W1601731633
W3132799678,W1905882502
W3132799678,W1937937026
W3132799678,W1961684045
W3132799678,W1965224467
W3132799678,W1970120446
W3132799678,W1970161204
W3132799678,W1971399443
W3132799678,W1972544340
W3132799678,W1974195684
W3132799678,W1975389993
W3132799678,W1978229455
W3132799678,W1978238148
W3132799678,W1979982202
W3132799678,W1981002063
W3132799678,W1981315889
W3132799678,W1982390426
W3132799678,W1982716740
W3132799678,W1983553743
W3132799678,W1984669759
W3132799678,W1990653740
W3132799678,W1991348945
W3132799678,W1995921005
W3132799678,W1997904225
W3132799678,W2005816532
W3132799678,W2006167466
W3132799678,W2006203995
W3132799678,W2011287807
W3132799678,W2020239141
W3132799678,W2021458530
W3132799678,W2029822264
W3132799678,W2030041075
W3132799678,W2033994961
W3132799678,W2034770923
W3132799678,W2037467086
W3132799678,W2038362839
W3132799678,W2039758605
W3132799678,W2048657872
W3132799678,W2048692323
W3132799678,W2051469805
W3132799678,W2053186076
W3132799678,W2054927915
W3132799678,W2055423047
W3132799678,W2056659248
W3132799678,W2057114171
W3132799678,W2059497048
W3132799678,W2062177968
W3132799678,W2071844402
W3132799678,W2073943895
W3132799678,W2077589616
W3132799678,W2079657870
W3132799678,W2080743883
W3132799678,W2083010511
W3132799678,W2085038509
W3132799678,W2086921140
W3132799678,W2088249484
W3132799678,W2089580584
W3132799678,W2090797546
W3132799678,W2090922444
W3132799678,W2091632079
W3132799678,W2094821343
W3132799678,W2096127742
W3132799678,W2096579040
W3132799678,W2096865837
W3132799678,W2103243046
W3132799678,W2104967324
W3132799678,W2105568170
W3132799678,W2105739910
W3132799678,W2106309274
W3132799678,W2111574404
W3132799678,W2111641487
W3132799678,W2117395293
W3132799678,W2117815663
W3132799678,W2118246710
W3132799678,W2118386984
W3132799678,W2124260943
W3132799678,W2126047962
W3132799678,W2127577214
W3132799678,W2129305389
W3132799678,W2131748184
W3132799678,W2132031490
W3132799678,W2139086914
W3132799678,W2139159280
W3132799678,W2139484679
W3132799678,W2140785063
W3132799678,W2141336853
W3132799678,W2145427519
W3132799678,W2147475106
W3132799678,W2148123652
W3132799678,W2149495038
W3132799678,W2151608510
W3132799678,W2151753845
W3132799678,W2153702861
W3132799678,W2154813452
W3132799678,W2163352848
W3132799678,W2166078470
W3132799678,W2166581609
W3132799678,W2170505850
W3132799678,W2200290088
W3132799678,W2210251193
W3132799678,W2240536489
W3132799678,W2260509689
W3132799678,W2262607787
W3132799678,W2264017649
W3132799678,W2294868278
W3132799678,W2295739065
W3132799678,W2295924438
W3132799678,W2302302587
W3132799678,W2307685788
W3132799678,W2312123827
W3132799678,W2312404985
W3132799678,W2313312719
W3132799678,W2315935724
W3132799678,W2331634623
W3132799678,W2332160313
W3132799678,W2342014610
W3132799678,W2395106899
W3132799678,W2424965067
W3132799678,W2438305798
W3132799678,W2486677999
W3132799678,W2496836423
W3132799678,W2501662527
W3132799678,W2521176774
W3132799678,W2537109170
W3132799678,W2538008885
W3132799678,W2547045907
W3132799678,W2554623910
W3132799678,W2562957762
W3132799678,W2588364766
W3132799678,W2592921295
W3132799678,W2593818544
W3132799678,W2594760301
W3132799678,W2604858025
W3132799678,W2606095531
W3132799678,W2607075141
W3132799678,W2607376878
W3132799678,W2613181504
W3132799678,W2618999197
W3132799678,W2620578070
W3132799678,W2620689942
W3132799678,W2622826443
W3132799678,W2624699030
W3132799678,W2658641687
W3132799678,W2737735866
W3132799678,W2739917809
W3132799678,W2741609385
W3132799678,W2749577869
W3132799678,W2753067360
W3132799678,W2760880057
W3132799678,W2762672048
W3132799678,W2762805099
W3132799678,W2764063958
W3132799678,W2766131660
W3132799678,W2772723798
W3132799678,W2775814097
W3132799678,W2781630845
W3132799678,W2790432037
W3132799678,W2790854599
W3132799678,W2791867717
W3132799678,W2792301348
W3132799678,W2794803511
W3132799678,W2795587190
W3132799678,W2800581186
W3132799678,W2803416021
W3132799678,W2804396427
W3132799678,W2805886241
W3132799678,W2806435421
W3132799678,W2806683285
W3132799678,W2807416830
W3132799678,W2883567318
W3132799678,W2884367402
W3132799678,W2884822284
W3132799678,W2884988214
W3132799678,W2887523950
W3132799678,W2889232360
W3132799678,W2890106926
W3132799678,W2894747149
W3132799678,W2894917609
W3132799678,W2898675915
W3132799678,W2905567566
W3132799678,W2906774465
W3132799678,W2909778238
W3132799678,W2911964244
W3132799678,W2921675148
W3132799678,W2943370629
W3132799678,W2949342504
W3132799678,W2952846726
W3132799678,W2953343412
W3132799678,W2955570969
W3132799678,W2956228567
W3132799678,W2963578515
W3132799678,W2963583960
W3132799678,W2963639449
W3132799678,W2963896025
W3132799678,W2964090697
W3132799678,W2964252887
W3132799678,W2964317032
W3132799678,W2966656188
W3132799678,W2971045153
W3132799678,W2985838644
W3132799678,W2990278031
W3132799678,W2990280407
W3132799678,W2991430586
W3132799678,W2996113442
W3132799678,W2996996012
W3132799678,W2997264611
W3132799678,W3010421324
W3132799678,W3011743383
W3132799678,W3023386590
W3132799678,W3029162552
W3132799678,W3030246751
W3132799678,W3030555654
W3132799678,W3030896009
W3132799678,W3039898277
W3132799678,W3096424775
W3132799678,W3099287508
W3132799678,W3100003598
W3132799678,W3100816363
W3132799678,W3102521378
W3132799678,W3102640734
W3132799678,W3154395234
W3132799678,W3181896199
W3132799678,W4205190992
W3132799678,W4239865516
W3132799678,W55377555
W3135369575,W105027833
W3135369575,W126670081
W3135369575,W127678480
W3135369575,W1657483521
W3135369575,W1661179413
W3135369575,W1744266356
W3135369575,W1849225501
W3135369575,W1890621182
W3135369575,W1896806953
W3135369575,W1918863776
W3135369575,W1968838319
W3135369575,W197211838
W3135369575,W1987048169
W3135369575,W1992432397
W3135369575,W1997455937
W3135369575,W2003810228
W3135369575,W2006955710
W3135369575,W2007932910
W3135369575,W2010427054
W3135369575,W2012790861
W3135369575,W2015203053
W3135369575,W2015244507
W3135369575,W2016493388
W3135369575,W2026127316
W3135369575,W2028055714
W3135369575,W2028946884
W3135369575,W2029308618
W3135369575,W2034506415
W3135369575,W2034742946
W3135369575,W2036553209
W3135369575,W2037334456
W3135369575,W2037403179
W3135369575,W204295414
W3135369575,W2047225482
W3135369575,W2051751577
W3135369575,W2053622785
W3135369575,W2055189352
W3135369575,W2056459266
W3135369575,W2063093365
W3135369575,W2067924228
W3135369575,W2067926714
W3135369575,W2068878490
W3135369575,W2069533811
W3135369575,W2072747335
W3135369575,W2072831815
W3135369575,W2072908589
W3135369575,W2074876028
W3135369575,W2075286470
W3135369575,W2075517720
W3135369575,W2091628233
W3135369575,W2092673506
W3135369575,W2103545758
W3135369575,W2107941094
W3135369575,W2109364787
W3135369575,W2127465508
W3135369575,W2132354178
W3135369575,W2141401164
W3135369575,W2143560894
W3135369575,W2148698290
W3135369575,W2149470733
W3135369575,W2157307875
W3135369575,W2164335663
W3135369575,W2166078509
W3135369575,W2169528473
W3135369575,W22131516
W3135369575,W2235310947
W3135369575,W2267437282
W3135369575,W2338962060
W3135369575,W2394742121
W3135369575,W2404721247
W3135369575,W2418841814
W3135369575,W2462605662
W3135369575,W2472157751
W3135369575,W2506608867
W3135369575,W2513872756
W3135369575,W2527140341
W3135369575,W2546963586
W3135369575,W2557242167
W3135369575,W2566207299
W3135369575,W2586281523
W3135369575,W2588338741
W3135369575,W2610274734
W3135369575,W2750574705
W3135369575,W2775259093
W3135369575,W2804974372
W3135369575,W2807412683
W3135369575,W2810031001
W3135369575,W2883197630
W3135369575,W2886087605
W3135369575,W2936686683
W3135369575,W2944672895
W3135369575,W2945246727
W3135369575,W2955613421
W3135369575,W2960017311
W3135369575,W2964239299
W3135369575,W3006787638
W3135369575,W3023963028
W3135369575,W3098519239
W3135369575,W3101720047
W3135369575,W4242496272
W3135369575,W4244595245
W3135369575,W4252005535
W3135369575,W61653933
W3135369575,W745092337
W3135369575,W82372158
W3135369575,W931578448
W3135369575,W96606928
W3140416988,W1493658386
W3140416988,W1554132119
W3140416988,W1568345435
W3140416988,W1631356911
W3140416988,W1964940342
W3140416988,W1971964058
W3140416988,W1981617416
W3140416988,W1983645263
W3140416988,W1990514347
W3140416988,W2000359198
W3140416988,W2004253303
W3140416988,W2007178835
W3140416988,W2015811642
W3140416988,W2016773438
W3140416988,W2018311349
W3140416988,W2031213082
W3140416988,W2038561675
W3140416988,W2051434435
W3140416988,W2051716528
W3140416988,W2058100834
W3140416988,W2079462694
W3140416988,W2084652510
W3140416988,W2086431959
W3140416988,W2087746031
W3140416988,W2088171019
W3140416988,W2092497453
W3140416988,W2095709291
W3140416988,W2103956991
W3140416988,W2126385963
W3140416988,W2147152072
W3140416988,W2161685427
W3140416988,W2168676717
W3140416988,W2188382985
W3140416988,W2288798364
W3140416988,W2403153566
W3140416988,W2559394418
W3140416988,W2738430425
W3140416988,W2781738013
W3140416988,W2792946961
W3140416988,W2798434869
W3140416988,W2891199480
W3140416988,W2897098357
W3140416988,W2898913178
W3140416988,W2923481626
W3140416988,W2946053196
W3140416988,W2954369586
W3140416988,W2963514026
W3140416988,W2982852456
W3140416988,W3004965358
W3140416988,W3024467171
W3140416988,W3026387229
W3140416988,W3045879969
W3140416988,W3082391328
W3140416988,W3083278355
W3140416988,W3091843736
W3140416988,W3095060799
W3140416988,W3098599423
W3140416988,W3099734242
W3140416988,W3100060644
W3140416988,W3100931082
W3140416988,W3101427288
W3140416988,W3102494862
W3140416988,W3104240171
W3140416988,W3104599990
W3140416988,W3104887029
W3140416988,W3126366362
W3140416988,W3136233239
W3140416988,W3140416988
W3140416988,W3152025936
W3140416988,W3164685217
W3140416988,W3164929582
W3140416988,W3175007952
W3140416988,W3209400242
W3140416988,W4211080241
W3140416988,W4239025696
W3140416988,W4244716531
W3140416988,W4255444560
W3140416988,W45084044
W3147852756,W1484210532
W3147852756,W1497599070
W3147852756,W1508045687
W3147852756,W1514535095
W3147852756,W1516935028
W3147852756,W1544827683
W3147852756,W1572655503
W3147852756,W1586532344
W3147852756,W1586939924
W3147852756,W1591706642
W3147852756,W1602017060
W3147852756,W1724369340
W3147852756,W1773016195
W3147852756,W1793121960
W3147852756,W1843891098
W3147852756,W1850742715
W3147852756,W1855892484
W3147852756,W1861492603
W3147852756,W1895577753
W3147852756,W1902237438
W3147852756,W1908675754
W3147852756,W1928906481
W3147852756,W1931639407
W3147852756,W1933349210
W3147852756,W1957740064
W3147852756,W1965842566
W3147852756,W1994389483
W3147852756,W2004522115
W3147852756,W2007635975
W3147852756,W2017121215
W3147852756,W2034786972
W3147852756,W2042281163
W3147852756,W2058256495
W3147852756,W2065169231
W3147852756,W2068419217
W3147852756,W2082577123
W3147852756,W2087759159
W3147852756,W2087863398
W3147852756,W2095723660
W3147852756,W2106289661
W3147852756,W2107815819
W3147852756,W2109172948
W3147852756,W2111195655
W3147852756,W2112128543
W3147852756,W2112308220
W3147852756,W2112796928
W3147852756,W2115579991
W3147852756,W2118463056
W3147852756,W2119888746
W3147852756,W2122710056
W3147852756,W2128272608
W3147852756,W2131774270
W3147852756,W2145227859
W3147852756,W2145546283
W3147852756,W2149095485
W3147852756,W2156374963
W3147852756,W2157331557
W3147852756,W2162095066
W3147852756,W2172010943
W3147852756,W2172140247
W3147852756,W2172806452
W3147852756,W2173361515
W3147852756,W2174492417
W3147852756,W2210549170
W3147852756,W2211192759
W3147852756,W2214429195
W3147852756,W2221711388
W3147852756,W2229833550
W3147852756,W2256357568
W3147852756,W2262249176
W3147852756,W2264105282
W3147852756,W2267186426
W3147852756,W2275365310
W3147852756,W2293453011
W3147852756,W2294053032
W3147852756,W2298938615
W3147852756,W2302086703
W3147852756,W2313180542
W3147852756,W2325237720
W3147852756,W2327501763
W3147852756,W2341401723
W3147852756,W2408090783
W3147852756,W2413794162
W3147852756,W2415204069
W3147852756,W2415755012
W3147852756,W2417356443
W3147852756,W2432717477
W3147852756,W2467173223
W3147852756,W2469952266
W3147852756,W2470673105
W3147852756,W2511929605
W3147852756,W2512457506
W3147852756,W2513378248
W3147852756,W2515462165
W3147852756,W2517194566
W3147852756,W2518638964
W3147852756,W2519586580
W3147852756,W2519753233
W3147852756,W2521114121
W3147852756,W2522485430
W3147852756,W2524771588
W3147852756,W2525778437
W3147852756,W2526425061
W3147852756,W2526829341
W3147852756,W2533667621
W3147852756,W2538374209
W3147852756,W2544271936
W3147852756,W2546696630
W3147852756,W2549531315
W3147852756,W2550553598
W3147852756,W2551396370
W3147852756,W2552027021
W3147852756,W2552110825
W3147852756,W2553687433
W3147852756,W2554915555
W3147852756,W2556782416
W3147852756,W2558799462
W3147852756,W2560645892
W3147852756,W2561238782
W3147852756,W2562607067
W3147852756,W2562731582
W3147852756,W2562979205
W3147852756,W2563010554
W3147852756,W2564726951
W3147852756,W2575842049
W3147852756,W2584992898
W3147852756,W2586050494
W3147852756,W2594903727
W3147852756,W2597655663
W3147852756,W2603861860
W3147852756,W2604205681
W3147852756,W2604610161
W3147852756,W2605045867
W3147852756,W2605141709
W3147852756,W2606974598
W3147852756,W2607101357
W3147852756,W2607295130
W3147852756,W2610871254
W3147852756,W2612400242
W3147852756,W2612675303
W3147852756,W2612773933
W3147852756,W2613328025
W3147852756,W2621571501
W3147852756,W2622829582
W3147852756,W2622980782
W3147852756,W2623546809
W3147852756,W2625297138
W3147852756,W2626778328
W3147852756,W2626792426
W3147852756,W2627092829
W3147852756,W2732016772
W3147852756,W2734443755
W3147852756,W2736334449
W3147852756,W2737725206
W3147852756,W2739107216
W3147852756,W2739716023
